"countries","rank","gdp billinors"
"United Arab Emirates","41","314.3"
"United Arab Emirates","41","299.2"
"United Arab Emirates","41","284.1"
"United Arab Emirates","41","282.3"
"United Arab Emirates","41","250.0"
"United Arab Emirates","41","249.9"
"United Arab Emirates","41","231.5"
"Pakistan","42","22,996.1"
"Pakistan","42","17,734.1"
"Pakistan","42","4,937.4"
"Pakistan","42","4,223.1"
"Pakistan","42","3,186.9"
"Pakistan","42","3,173.4"
"Pakistan","42","2,937.5"
"Pakistan","42","2,099.9"
"Pakistan","42","1,990.8"
"Pakistan","42","1,798.5"
"Pakistan","42","1,775.8"
"Pakistan","42","1,609.0"
"Pakistan","42","1,542.7"
"Pakistan","42","1,425.3"
"Pakistan","42","1,293.0"
"Pakistan","42","1,186.1"
"Pakistan","42","1,018.0"
"Pakistan","42","833.5"
"Pakistan","42","815.3"
"Pakistan","42","812.9"
"Pakistan","42","674.0"
"Pakistan","42","627.4"
"Pakistan","42","599.9"
"Pakistan","42","506.0"
"Pakistan","42","498.6"
"Pakistan","42","491.5"
"Pakistan","42","482.4"
"Pakistan","42","482.4"
"Pakistan","42","481.6"
"Pakistan","42","477.1"
"Pakistan","42","440.8"
"Pakistan","42","419.9"
"Pakistan","42","416.3"
"Pakistan","42","404.1"
"Pakistan","42","397.1"
"Pakistan","42","397.0"
"Pakistan","42","394.1"
"Pakistan","42","372.7"
"Pakistan","42","368.1"
"Pakistan","42","362.6"
"Pakistan","42","358.9"
"Pakistan","42","346.3"
"Pakistan","42","317.1"
"Pakistan","42","314.3"
"Pakistan","42","299.2"
"Pakistan","42","284.1"
"Pakistan","42","282.3"
"Pakistan","42","250.0"
"Pakistan","42","249.9"
"Pakistan","42","231.5"
"Chile","43","22,996.1"
"Chile","43","17,734.1"
"Chile","43","4,937.4"
"Chile","43","4,223.1"
"Chile","43","3,186.9"
"Chile","43","3,173.4"
"Chile","43","2,937.5"
"Chile","43","2,099.9"
"Chile","43","1,990.8"
"Chile","43","1,798.5"
"Chile","43","1,775.8"
"Chile","43","1,609.0"
"Chile","43","1,542.7"
"Chile","43","1,425.3"
"Chile","43","1,293.0"
"Chile","43","1,186.1"
"Chile","43","1,018.0"
"Chile","43","833.5"
"Chile","43","815.3"
"Chile","43","812.9"
"Chile","43","674.0"
"Chile","43","627.4"
"Chile","43","599.9"
"Chile","43","506.0"
"Chile","43","498.6"
"Chile","43","491.5"
"Chile","43","482.4"
"Chile","43","482.4"
"Chile","43","481.6"
"Chile","43","477.1"
"Chile","43","440.8"
"Chile","43","419.9"
"Chile","43","416.3"
"Chile","43","404.1"
"Chile","43","397.1"
"Chile","43","397.0"
"Chile","43","394.1"
"Chile","43","372.7"
"Chile","43","368.1"
"Chile","43","362.6"
"Chile","43","358.9"
"Chile","43","346.3"
"Chile","43","317.1"
"Chile","43","314.3"
"Chile","43","299.2"
"Chile","43","284.1"
"Chile","43","282.3"
"Chile","43","250.0"
"Chile","43","249.9"
"Chile","43","231.5"
"Colombia","44","22,996.1"
"Colombia","44","17,734.1"
"Colombia","44","4,937.4"
"Colombia","44","4,223.1"
"Colombia","44","3,186.9"
"Colombia","44","3,173.4"
"Colombia","44","2,937.5"
"Colombia","44","2,099.9"
"Colombia","44","1,990.8"
"Colombia","44","1,798.5"
"Colombia","44","1,775.8"
"Colombia","44","1,609.0"
"Colombia","44","1,542.7"
"Colombia","44","1,425.3"
"Colombia","44","1,293.0"
"Colombia","44","1,186.1"
"Colombia","44","1,018.0"
"Colombia","44","833.5"
"Colombia","44","815.3"
"Colombia","44","812.9"
"Colombia","44","674.0"
"Colombia","44","627.4"
"Colombia","44","599.9"
"Colombia","44","506.0"
"Colombia","44","498.6"
"Colombia","44","491.5"
"Colombia","44","482.4"
"Colombia","44","482.4"
"Colombia","44","481.6"
"Colombia","44","477.1"
"Colombia","44","440.8"
"Colombia","44","419.9"
"Colombia","44","416.3"
"Colombia","44","404.1"
"Colombia","44","397.1"
"Colombia","44","397.0"
"Colombia","44","394.1"
"Colombia","44","372.7"
"Colombia","44","368.1"
"Colombia","44","362.6"
"Colombia","44","358.9"
"Colombia","44","346.3"
"Colombia","44","317.1"
"Colombia","44","314.3"
"Colombia","44","299.2"
"Colombia","44","284.1"
"Colombia","44","282.3"
"Colombia","44","250.0"
"Colombia","44","249.9"
"Colombia","44","231.5"
"Finland","45","22,996.1"
"Finland","45","17,734.1"
"Finland","45","4,937.4"
"Finland","45","4,223.1"
"Finland","45","3,186.9"
"Finland","45","3,173.4"
"Finland","45","2,937.5"
"Finland","45","2,099.9"
"Finland","45","1,990.8"
"Finland","45","1,798.5"
"Finland","45","1,775.8"
"Finland","45","1,609.0"
"Finland","45","1,542.7"
"Finland","45","1,425.3"
"Finland","45","1,293.0"
"Finland","45","1,186.1"
"Finland","45","1,018.0"
"Finland","45","833.5"
"Finland","45","815.3"
"Finland","45","812.9"
"Finland","45","674.0"
"Finland","45","627.4"
"Finland","45","599.9"
"Finland","45","506.0"
"Finland","45","498.6"
"Finland","45","491.5"
"Finland","45","482.4"
"Finland","45","482.4"
"Finland","45","481.6"
"Finland","45","477.1"
"Finland","45","440.8"
"Finland","45","419.9"
"Finland","45","416.3"
"Finland","45","404.1"
"Finland","45","397.1"
"Finland","45","397.0"
"Finland","45","394.1"
"Finland","45","372.7"
"Finland","45","368.1"
"Finland","45","362.6"
"Finland","45","358.9"
"Finland","45","346.3"
"Finland","45","317.1"
"Finland","45","314.3"
"Finland","45","299.2"
"Finland","45","284.1"
"Finland","45","282.3"
"Finland","45","250.0"
"Finland","45","249.9"
"Finland","45","231.5"
"Romania","46","22,996.1"
"Romania","46","17,734.1"
"Romania","46","4,937.4"
"Romania","46","4,223.1"
"Romania","46","3,186.9"
"Romania","46","3,173.4"
"Romania","46","2,937.5"
"Romania","46","2,099.9"
"Romania","46","1,990.8"
"Romania","46","1,798.5"
"Romania","46","1,775.8"
"Romania","46","1,609.0"
"Romania","46","1,542.7"
"Romania","46","1,425.3"
"Romania","46","1,293.0"
"Romania","46","1,186.1"
"Romania","46","1,018.0"
"Romania","46","833.5"
"Romania","46","815.3"
"Romania","46","812.9"
"Romania","46","674.0"
"Romania","46","627.4"
"Romania","46","599.9"
"Romania","46","506.0"
"Romania","46","498.6"
"Romania","46","491.5"
"Romania","46","482.4"
"Romania","46","482.4"
"Romania","46","481.6"
"Romania","46","477.1"
"Romania","46","440.8"
"Romania","46","419.9"
"Romania","46","416.3"
"Romania","46","404.1"
"Romania","46","397.1"
"Romania","46","397.0"
"Romania","46","394.1"
"Romania","46","372.7"
"Romania","46","368.1"
"Romania","46","362.6"
"Romania","46","358.9"
"Romania","46","346.3"
"Romania","46","317.1"
"Romania","46","314.3"
"Romania","46","299.2"
"Romania","46","284.1"
"Romania","46","282.3"
"Romania","46","250.0"
"Romania","46","249.9"
"Romania","46","231.5"
"Czechia","47","22,996.1"
"Czechia","47","17,734.1"
"Czechia","47","4,937.4"
"Czechia","47","4,223.1"
"Czechia","47","3,186.9"
"Czechia","47","3,173.4"
"Czechia","47","2,937.5"
"Czechia","47","2,099.9"
"Czechia","47","1,990.8"
"Czechia","47","1,798.5"
"Czechia","47","1,775.8"
"Czechia","47","1,609.0"
"Czechia","47","1,542.7"
"Czechia","47","1,425.3"
"Czechia","47","1,293.0"
"Czechia","47","1,186.1"
"Czechia","47","1,018.0"
"Czechia","47","833.5"
"Czechia","47","815.3"
"Czechia","47","812.9"
"Czechia","47","674.0"
"Czechia","47","627.4"
"Czechia","47","599.9"
"Czechia","47","506.0"
"Czechia","47","498.6"
"Czechia","47","491.5"
"Czechia","47","482.4"
"Czechia","47","482.4"
"Czechia","47","481.6"
"Czechia","47","477.1"
"Czechia","47","440.8"
"Czechia","47","419.9"
"Czechia","47","416.3"
"Czechia","47","404.1"
"Czechia","47","397.1"
"Czechia","47","397.0"
"Czechia","47","394.1"
"Czechia","47","372.7"
"Czechia","47","368.1"
"Czechia","47","362.6"
"Czechia","47","358.9"
"Czechia","47","346.3"
"Czechia","47","317.1"
"Czechia","47","314.3"
"Czechia","47","299.2"
"Czechia","47","284.1"
"Czechia","47","282.3"
"Czechia","47","250.0"
"Czechia","47","249.9"
"Czechia","47","231.5"
"New Zealand","48","22,996.1"
"New Zealand","48","17,734.1"
"New Zealand","48","4,937.4"
"New Zealand","48","4,223.1"
"New Zealand","48","3,186.9"
"New Zealand","48","3,173.4"
"New Zealand","48","2,937.5"
"New Zealand","48","2,099.9"
"New Zealand","48","1,990.8"
"New Zealand","48","1,798.5"
"New Zealand","48","1,775.8"
"New Zealand","48","1,609.0"
"New Zealand","48","1,542.7"
"New Zealand","48","1,425.3"
"New Zealand","48","1,293.0"
"New Zealand","48","1,186.1"
"New Zealand","48","1,018.0"
"New Zealand","48","833.5"
"New Zealand","48","815.3"
"New Zealand","48","812.9"
"New Zealand","48","674.0"
"New Zealand","48","627.4"
"New Zealand","48","599.9"
"New Zealand","48","506.0"
"New Zealand","48","498.6"
"New Zealand","48","491.5"
"New Zealand","48","482.4"
"New Zealand","48","482.4"
"New Zealand","48","481.6"
"New Zealand","48","477.1"
"New Zealand","48","440.8"
"New Zealand","48","419.9"
"New Zealand","48","416.3"
"New Zealand","48","404.1"
"New Zealand","48","397.1"
"New Zealand","48","397.0"
"New Zealand","48","394.1"
"New Zealand","48","372.7"
"New Zealand","48","368.1"
"New Zealand","48","362.6"
"New Zealand","48","358.9"
"New Zealand","48","346.3"
"New Zealand","48","317.1"
"New Zealand","48","314.3"
"New Zealand","48","299.2"
"New Zealand","48","284.1"
"New Zealand","48","282.3"
"New Zealand","48","250.0"
"New Zealand","48","249.9"
"New Zealand","48","231.5"
"Portugal","49","22,996.1"
"Portugal","49","17,734.1"
"Portugal","49","4,937.4"
"Portugal","49","4,223.1"
"Portugal","49","3,186.9"
"Portugal","49","3,173.4"
"Portugal","49","2,937.5"
"Portugal","49","2,099.9"
"Portugal","49","1,990.8"
"Portugal","49","1,798.5"
"Portugal","49","1,775.8"
"Portugal","49","1,609.0"
"Portugal","49","1,542.7"
"Portugal","49","1,425.3"
"Portugal","49","1,293.0"
"Portugal","49","1,186.1"
"Portugal","49","1,018.0"
"Portugal","49","833.5"
"Portugal","49","815.3"
"Portugal","49","812.9"
"Portugal","49","674.0"
"Portugal","49","627.4"
"Portugal","49","599.9"
"Portugal","49","506.0"
"Portugal","49","498.6"
"Portugal","49","491.5"
"Portugal","49","482.4"
"Portugal","49","482.4"
"Portugal","49","481.6"
"Portugal","49","477.1"
"Portugal","49","440.8"
"Portugal","49","419.9"
"Portugal","49","416.3"
"Portugal","49","404.1"
"Portugal","49","397.1"
"Portugal","49","397.0"
"Portugal","49","394.1"
"Portugal","49","372.7"
"Portugal","49","368.1"
"Portugal","49","362.6"
"Portugal","49","358.9"
"Portugal","49","346.3"
"Portugal","49","317.1"
"Portugal","49","314.3"
"Portugal","49","299.2"
"Portugal","49","284.1"
"Portugal","49","282.3"
"Portugal","49","250.0"
"Portugal","49","249.9"
"Portugal","49","231.5"
"Iran","50","22,996.1"
"Iran","50","17,734.1"
"Iran","50","4,937.4"
"Iran","50","4,223.1"
"Iran","50","3,186.9"
"Iran","50","3,173.4"
"Iran","50","2,937.5"
"Iran","50","2,099.9"
"Iran","50","1,990.8"
"Iran","50","1,798.5"
"Iran","50","1,775.8"
"Iran","50","1,609.0"
"Iran","50","1,542.7"
"Iran","50","1,425.3"
"Iran","50","1,293.0"
"Iran","50","1,186.1"
"Iran","50","1,018.0"
"Iran","50","833.5"
"Iran","50","815.3"
"Iran","50","812.9"
"Iran","50","674.0"
"Iran","50","627.4"
"Iran","50","599.9"
"Iran","50","506.0"
"Iran","50","498.6"
"Iran","50","491.5"
"Iran","50","482.4"
"Iran","50","482.4"
"Iran","50","481.6"
"Iran","50","477.1"
"Iran","50","440.8"
"Iran","50","419.9"
"Iran","50","416.3"
"Iran","50","404.1"
"Iran","50","397.1"
"Iran","50","397.0"
"Iran","50","394.1"
"Iran","50","372.7"
"Iran","50","368.1"
"Iran","50","362.6"
"Iran","50","358.9"
"Iran","50","346.3"
"Iran","50","317.1"
"Iran","50","314.3"
"Iran","50","299.2"
"Iran","50","284.1"
"Iran","50","282.3"
"Iran","50","250.0"
"Iran","50","249.9"
"Iran","50","231.5"
